11;Ivory Black;40;39;42;Talens Rembrandt Extra Fine Artist' Oil;A stable all-round black colour with brown undertones and excellent tinting powers. Its name stems from the traditional method for obtaining it - roasting elephant tusks. Swedish artist Anders Zorn�is said to have used only ivory black, titanium white, cadmium red and yellow ochre. This quartet of colours is known as Zorn palette.;BlackIdentifier
12;Bone Black;35;34;36;Talens Rembrandt Extra Fine Artist' Oil;A blue-black colour that is fairly smooth in texture and also denser than lamp black.;BlackIdentifier
13;Burnt Sienna;112;62;53;Golden Heavy Body Acrylics;Burnt Sienna is a rich brown pigment made by burning Raw Sienna. Named after Siena in Italy, where the pigment was sourced during the Renaissance, it is a transparent pigment with red-brown tones. It is one of the most useful colours in the palette. Mixed with Ultramarine it creates a warm Indigo, Burnt Umber hues, lovely greys, stormy sky colours, shadow colours and so on. Alone, it creates a perfect skin tone.;BrownIdentifier
14;Burnt Umber;70;56;54;Golden Heavy Body Acrylics;A rich dark brown pigment, it is made from natural brown clays found in earth. It was named after Umbria, a region in Italy where it was mined. Burning the raw pigment intensifies its colour. The use of umber by artists dates back to our earliest image-making ancestors who smeared soil on cave walls as a suitable approximation for the auburn fur of beasts.;BrownIdentifier
15;Carbon Black;30;29;31;Golden Heavy Body Acrylics;Used as a pigment since very earliest times. Carbon blacks are made by heating wood, or other plant material, with a very restricted air supply. Sticks of charcoal have been used for sketching by artists of all periods, and traces of their work may be found on the ground layer of paintings.;BlackIdentifier
16;Cerulean Blue Chromium;0;85;152;Golden Heavy Body Acrylics;A rich blue pigment with green undertones. Its name derives from the Latin Caeruleum meaning sky-blue pigment. It is an opaque, lightfast colour.;BlueIdentifier
17;Chromium Oxide Green;76;106;67;Golden Heavy Body Acrylics;An opaque willow green pigment. Though discovered in 1809 it was only made available for artists in 1862. It is commonly used for camouflage clothing. This neutral and very opaque mid tone green, can be shifted in many directions when mixed with brighter colours.;GreenIdentifier
18;C.P. Cadmium Orange;255;99;0;Golden Heavy Body Acrylics;A versatile bright mid-range orange colour. Cadmium products have very high hiding power and good permanence. A cadmium orange was available as a commercial product from 1919. The pigment was used sparingly due to the scarcity of cadmium metal and was therefore extremely expensive.;OrangeIdentifier
19;C.P. Cadmium Red Light;227;40;16;Golden Heavy Body Acrylics;An intense red colour with orange undertones. It is an opaque single pigment colour with excellent tinting properties;RedIdentifier
20;C.P. Cadmium Red Medium;185;5;32;Golden Heavy Body Acrylics;Incredibly rich and opaque, this gorgeous red is a pure genuine Cadmium Red, warm, but also deeper in value, with an intensely captivating mass tone and softly warm tints. On the traditional color wheel, it is considered to be a 'true red', close to vermilion. It is also considered a modern day replacement for vermilion, but it is more saturated (higher chroma) than genuine vermilion. Matisse was much taken with this strong new red, which has excellent stability. He recounts that he attempted, unsuccessfully, to persuade Renoir to adopt it in place of the traditional cinnabar.;RedIdentifier
21;C.P. Cadmium Yellow Medium;255;200;0;Golden Heavy Body Acrylics;The range of cadmium pigments, yellow, orange, red are basically cadmium yellow (cadmium sulfide) with some selenium added in place of sulfur (cadmium selenide).;YellowIdentifier
22;C.P. Cadmium Yellow Primrose;249;231;20;Golden Heavy Body Acrylics;Inspired by the flower native to Western Europe, this is the palest of four single pigment Cadmium Yellows;YellowIdentifier
23;Cobalt Blue;8;50;160;Golden Heavy Body Acrylics;A clean blue pigment discovered in 1802 by French chemist Louis Jacques Thenard as an alternative pigment to the expensive Lapis Lazuli blue. Vincent van Gogh declared to his brother Theo, 'Cobalt Blue is a divine colour and there is nothing so beautiful for putting atmosphere around things' - it makes sense then, that Cobalt Blue is used most masterfully, and famously, in van Gogh's 'The Starry Night'.;BlueIdentifier
24;Diarylide Yellow;255;162;0;Golden Heavy Body Acrylics;The diarylide yellows are the most common yellow non-toxic pigments used in printing as well as a wide variety of other applications.;YellowIdentifier
25;Dioxazine Purple;25;17;19;Golden Heavy Body Acrylics;A vivid mid-shade purple pigment. When undiluted, it can be used as a deep black. It is made from a transparent coal tar pigment.It is the perfect starting point for Impressionistic colours whether mixed with Ultramarine Blue for bluer violets or with Magenta Quin Violet  for warmer violets, or perhaps just used from the tube for deep dark purples.;PurpleIdentifier
26;Hansa Yellow Light;250;226;0;Golden Heavy Body Acrylics;This lighter shade of Hansa is a popular replacement for Cadmium, although much more transparent;YellowIdentifier
27;Nickel Azo Yellow;126;93;9;Golden Heavy Body Acrylics;Nickel Azo Yellow washes out to a lighter almost lemon yellow but has a deeper, slightly dirty masstone.;YellowIdentifier
28;Phthalo Blue / G.S.;16;3;62;Golden Heavy Body Acrylics;The greenish variation on this very powerful tinting versatile blue. When used thickly it is dark and opaque, but phthalo extends beautifully for glazes;BlueIdentifier
29;Phthalo Green / B.S.;0;31;41;Golden Heavy Body Acrylics;A brilliant transparent green pigment with a blue undertone. Invaluable for mixing. Add a cool or mid yellow for bright spring-greens, add a warm yellow for wonderful Sap greens. Add a crimson for the most amazing range of plum, aubergine, deep green and black hues. Add burnt sienna for pine greens. Add a blue for turquoise hues.;GreenIdentifier
30;Phthalo Green / Y.S.;0;31;27;Golden Heavy Body Acrylics;A brilliant Lime Green tone with a Yellow undertone that is ideal for use in landscapes and non-objective painting and an essential for low key painters.;GreenIdentifier
31;Pyrrole Orange;239;61;0;Golden Heavy Body Acrylics;A bright warm orange, Pyrrole orange is a semi-transparent colour. A single pigment colour, Pyrrole Orange is a clean mid-orange which mixes well with other colours.;OrangeIdentifier
32;Pyrrole Red;187;0;0;Golden Heavy Body Acrylics;Pyrrole Red is a single pigment colour. It is a warm mid-range red, opaque and highly permanent;RedIdentifier
33;Quinacridone Magenta;90;0;37;Golden Heavy Body Acrylics;Quinacridone Magenta is a rich deep violet-red colour. It is based on the Quinacridone pigment. The name Magenta comes from a lake colour named in 1859 after the battle in Magenta, Italy.;RedIdentifier
34;Quinacridone Red;150;0;37;Golden Heavy Body Acrylics;Quinacridone Red is a vivid mid-red colour. It is a transparent pigment.�;RedIdentifier
35;Raw Sienna;157;103;52;Golden Heavy Body Acrylics;A bright brown pigment. One of the oldest pigments, it can be found in prehistoric cave art. It is named after Siena, Italy where the pigment was sourced during the Renaissance.;BrownIdentifier
36;Raw Umber;64;56;54;Golden Heavy Body Acrylics;A rich brown pigment made by the natural brown clays found in earth. It was named after Umbria, a region in Italy where it was mined.;BrownIdentifier
37;Red Oxide;132;53;41;Golden Heavy Body Acrylics;Red Ochre is one of the oldest pigments used by man. Originally made from natural iron oxides found in the earth, it is an opaque brownish red pigment. It was often used in Michelangelo's drawings.;BrownIdentifier
38;Titan Buff;225;205;186;Golden Heavy Body Acrylics;A warm opaque white colour with strong brown undertones.;WhiteIdentifier
39;Titanium White;255;247;255;Golden Heavy Body Acrylics;A buttery oil that features excellent tinting strength, a high level of pigmentation for intense colours, and a uniform degree of gloss and thickness amongst colours. Easy to mix and use. These oils are great for beginners, students in advanced studies, and working artists.;WhiteIdentifier
40;Ultramarine Blue;50;47;75;Golden Heavy Body Acrylics;Ultramarine is a rich transparent blue. It was created by French chemist Guimet in 1828 as a synthetic but chemically identical alternative to the expensive pigment derived from Lapis Lazuli. The pigment was considered more precious than gold. For centuries, the lone source of ultramarine was an arid strip of mountains in northern Afghanistan. Because of its prohibitive costs, the color was traditionally restricted to the raiment of Christ or the Virgin Mary.;BlueIdentifier
41;Ultramarine Violet;54;47;75;Golden Heavy Body Acrylics;Ultramarine Violet is a rich purple colour. It is a derivation of French Ultramarine, a synthetic pigment created in 1828 by French chemist Guimet as an alternative to genuine Ultramarine;BlueIdentifier
42;Yellow Ochre;186;124;51;Golden Heavy Body Acrylics;Yellow Ochre is a warm yellow colour. Originally made from natural iron oxides found in earth, it is one of the oldest pigments used by mankind. A synthetic version became available in the 1920s. Ideal for mixing with other mineral pigments for sensitive greens or the subtle warming of flesh tones without adding shadow.;BrownIdentifier
43;Primary Cyan;0;63;130;Golden Heavy Body Acrylics;Golden's interpretation of cyan is phthalo green-shade with a small amount of titanium white for use as a versatile and affordable mixing blue.;BlueIdentifier
44;Primary Magenta;169;26;49;Golden Heavy Body Acrylics;Another single-pigment quinacridone, Primary Magenta is a semi-opaque mixer that bridges red and violet;RedIdentifier
45;Primary Yellow;255;215;0;Golden Heavy Body Acrylics;Primary Yellow is a bright yellow gouache colour. It is one of the basic primary colours. It is based on the high tinting strength Quinophthalone yellow pigment.;YellowIdentifier
46;Burnt Sienna;115;64;57;Liquitex Heavy Body Artist Colors;Burnt Sienna is a rich brown pigment made by burning Raw Sienna. Named after Siena in Italy, where the pigment was sourced during the Renaissance, it is a transparent pigment with red-brown tones. Burnt Sienna is one of the most useful colours in the palette. Mixed with Ultramarine it creates a warm Indigo, burnt umber hues, lovely greys, stormy sky colours, shadow colours and so on. With a yellow it creates raw sienna hues. With a phthalo blue it creates cool greys and browns. With a crimson it creates earthy indian reds and burnt reds...and so on. Alone, it creates a perfect skin tone.;BrownIdentifier
47;Cadmium Orange;255;121;0;Liquitex Heavy Body Artist Colors;An opaque orange single pigment colour with high tinting strength and good covering abilities.;OrangeIdentifier
48;Cadmium Red Light;226;52;28;Liquitex Heavy Body Artist Colors;An intense red colour with orange undertones. It is an opaque single pigment colour with excellent tinting properties;RedIdentifier
49;Cadmium Yellow Deep Hue;255;171;0;Liquitex Heavy Body Artist Colors;Extra rich and fully opaque, Cadmium Yellow Deep is a vibrant light orange with luminous golden yellow tints. It has a masstone of vivid orangey yellow, with an undertone displaying a rich orangey yellow. A strong opaque deep yellow which is sensitive to moisture and should not be used outdoors.;YellowIdentifier
50;Cerulean Blue;0;96;161;Liquitex Heavy Body Artist Colors;Developed in 1805 and entered the English market in the 1860s. Its name derives from the Latin Caeruleum meaning sky-blue pigment. It is a bright blue pigment with green undertones.;BlueIdentifier
51;Cobalt Teal;0;169;177;Liquitex Heavy Body Artist Colors;A single pigment opaque bright blue green, named after the semi-precious stone that was exported to Europe from Persia via Turkey.;BlueIdentifier
52;Ivory Black;44;43;47;Liquitex Heavy Body Artist Colors;A stable all-round black colour with brown undertones and excellent tinting powers. Its name stems from the traditional method for obtaining it - roasting elephant tusks. Swedish artist Anders Zorn (1860 – 1920  is said to have used only ivory black, titanium white, cadmium red and yellow ochre. This quartet of colours is known as Zorn palette. ;BlackIdentifier
53;Naphthol;171;0;32;Liquitex Heavy Body Artist Colors;A light warm red single pigment colour, which is semi-opaque. Naphthol is a modern synthetic organic pigment developed in the early 20th century.;RedIdentifier
54;Deep Magenta;96;17;59;Liquitex Heavy Body Artist Colors;A rich red-purple colour which is semi-opaque and made of multiple pigments. The name magenta comes from a lake colour named in 1859 after the battle in Magenta, Italy;PurpleIdentifier
55;Light Green Permanent;0;142;49;Liquitex Heavy Body Artist Colors;A light and vibrant green-yellow opaque colour, made up of a number of pigments including phthalocyanine green.;GreenIdentifier
56;Phthalocyanine Blue GS;33;25;64;Liquitex Heavy Body Artist Colors;An intense deep blue single pigment colour with a green undertone. It's made from the modern synthetic pigment phthalocyanine which was introduced in the 1930s.;BlueIdentifier
57;Phthalocyanine Green YS;0;45;42;Liquitex Heavy Body Artist Colors;A brilliant transparent green single pigment colour with a yellow undertone. It's made from the modern synthetic pigment phthalocyanine which was introduced in the 1930s and has a high tinting strength;GreenIdentifier
58;Raw Sienna;150;92;57;Liquitex Heavy Body Artist Colors;A bright brown pigment. One of the oldest pigments, it can be found in prehistoric cave art. It is named after Siena, Italy where the pigment was sourced during the Renaissance.;BrownIdentifier
59;Cobalt Blue Hue;49;58;151;Liquitex Heavy Body Artist Colors;A clean blue pigment. Genuine Cobalt was discovered in 1802 by French chemist Thénard as an alternative pigment to the expensive Lapis Lazuli blue. A clean blue pigment discovered in 1802 by French chemist Louis Jacques Thenard as an alternative pigment to the expensive Lapis Lazuli blue. Vincent van Gogh declared to his brother Theo, 'Cobalt Blue is a divine colour and there is nothing so beautiful for putting atmosphere around things' - it makes sense then, that Cobalt Blue is used most masterfully, and famously, in van Gogh's 'The Starry Night'.;BlueIdentifier
60;Titanium White;255;249;255;Liquitex Heavy Body Artist Colors;A buttery oil that features excellent tinting strength, a high level of pigmentation for intense colours, and a uniform degree of gloss and thickness amongst colours. Easy to mix and use. These oils are great for beginners, students in advanced studies, and working artists.;WhiteIdentifier
61;Medium Magenta;190;67;152;Liquitex Heavy Body Artist Colors;A vivid bright red-purple color which is highly opaque and made of multiple pigments. The name magenta comes from a lake color named in 1859 after the battle in Magenta, Italy;PinkIdentifier
62;Light Emerald Green;68;169;74;Liquitex Heavy Body Artist Colors;A light green-yellow opaque colour. Made up of three pigments, this colour recreates the true gem pigment which was popular with artists including Picasso, but phased out due to safety issues in the second half of the twentieth century;GreenIdentifier
63;Vivid Lime Green;131;189;58;Liquitex Heavy Body Artist Colors;A light and vivid yellow-green opaque colour, made up of a blend of pigments including phthalocyanine;GreenIdentifier
64;Light Blue Permanent;61;186;221;Liquitex Heavy Body Artist Colors;The Light Blue Permanent colour is uniquely formulated to bring out the maximum brilliance and clarity of pigment.;BlueIdentifier
65;Cadmium Yellow Med. Hue;225;190;0;Liquitex Heavy Body Artist Colors;The range of cadmium pigments, yellow, orange, red are basically cadmium yellow (cadmium sulfide) with some selenium added in place of sulfur (cadmium selenide). Monet used this colour.;YellowIdentifier
66;Burnt Sienna;87;51;47;Winsor and Newton - Galeria;Burnt Sienna is a rich brown pigment made by burning Raw Sienna. Named after Siena in Italy, where the pigment was sourced during the Renaissance, it is a transparent pigment with red-brown tones. Burnt Sienna is one of the most useful colours in the palette. Mixed with Ultramarine it creates a warm Indigo, burnt umber hues, lovely greys, stormy sky colours, shadow colours and so on. With a yellow it creates raw sienna hues. With a phthalo blue it creates cool greys and browns. With a crimson it creates earthy indian reds and burnt reds...and so on. Alone, it creates a perfect skin tone.;BrownIdentifier
67;Burnt Umber;73;57;55;Winsor and Newton - Galeria;A rich dark brown pigment, it is made from natural brown clays found in earth. It was named after Umbria, a region in Italy where it was mined. Burning the raw pigment intensifies its colour. The use of umber by artists dates back to our earliest image-making ancestors who smeared soil on cave walls as a suitable approximation for the auburn fur of beasts.;BrownIdentifier
68;Cadmium Red Hue;190;37;37;Winsor and Newton - Galeria;A rich dark red, Cadmium Red Deep Hue is a carefully selected combination of pigments closely resembling genuine Cadmium Red Deep.Matisse was much taken with this strong new red, which has excellent stability. He recounts that he attempted, unsuccessfully, to persuade Renoir to adopt a “cadmium red” in place of the traditional cinnabar. ;RedIdentifier
69;Cadmium Yellow Deep Hue;255;161;0;Winsor and Newton - Galeria;Cadmium Yellow Deep Hue is a warm yellow colour with orange undertones. It is a carefully selected combination of pigments closely resembling genuine Cadmium Yellow Deep.;YellowIdentifier
70;Cadmium Yellow Medium Hue;255;186;0;Winsor and Newton - Galeria;The range of cadmium pigments, yellow, orange, red are basically cadmium yellow (cadmium sulfide) with some selenium added in place of sulfur (cadmium selenide). Monet used this colour.;YellowIdentifier
71;Cobalt Blue;37;80;180;Winsor and Newton - Galeria;A clean blue pigment discovered in 1802 by French chemist Louis Jacques Thenard as an alternative pigment to the expensive Lapis Lazuli blue. Vincent van Gogh declared to his brother Theo, 'Cobalt Blue is a divine colour and there is nothing so beautiful for putting atmosphere around things' - it makes sense then, that Cobalt Blue is used most masterfully, and famously, in van Gogh's 'The Starry Night'.;BlueIdentifier
72;Crimson;167;1;33;Winsor and Newton - Galeria;A transparent rich mid-range crimson colour. In Antiquity, Crimson dyes were made from thousands of crushed kermes insects.;RedIdentifier
73;Green Gold;147;127;46;Winsor and Newton - Galeria;A transparent acrylic colour. It is a rich gold yellow colour with green undertones. A useful colour for floral paintings.;GreenIdentifier
74;Hooker's Green;47;58;52;Winsor and Newton - Galeria;A rich green colour with a yellow tint. A mixed pigment colour, it was originally created by 19th c English botanist illustrator William J Hooker.;GreenIdentifier
75;Ivory Black;43;41;44;Winsor and Newton - Galeria;A stable all-round black colour with brown undertones and excellent tinting powers. Its name stems from the traditional method for obtaining it - roasting elephant tusks. Swedish artist Anders Zorn (1860 – 1920  is said to have used only ivory black, titanium white, cadmium red and yellow ochre. This quartet of colours is known as Zorn palette. ;BlackIdentifier
76;Lamp Black;42;41;45;Winsor and Newton - Galeria;Qne of the oldest pigments. It is made of pure carbon, originally from the residual soot of burnt oil lamps. It is a black with a bluish tint, producing a variety of cool blue greys.;BlackIdentifier
77;Lemon Yellow;255;227;0;Winsor and Newton - Galeria;"Lemon Yellow is a clear bright yellow colour. It is part of the Hansa pigments which were discovered in the early 1900s in Germany by the Hoechst company. The pigment known commonly as ""lemon yellow"" could consist of barium chromate, strontium chromate, or a mixture of lead chromate with lead sulphate.";YellowIdentifier
78;Mixing White;255;247;254;Winsor and Newton - Galeria;Mixing White is an excellent white mixing colour. A combination of zinc and titanium, it is an opaque white colour.;WhiteIdentifier
79;Permanent Magenta;106;36;58;Winsor and Newton - Galeria;Quinacridone Magenta is a rich deep violet red colour. It is based on the transparent Quinacridone pigment which was introduced in the 1950s.;PurpleIdentifier
80;Phthalo Green;14;50;55;Winsor and Newton - Galeria;Phthalo Green is a brilliant transparent green pigment with a blue undertone.;GreenIdentifier
81;Process Magenta;182;34;60;Winsor and Newton - Galeria;Process Magenta is a bright violet red acrylic colour. It is one of the basic primary colours. It is based on the transparent Quinacridone pigment.;PurpleIdentifier
82;Process Cyan;26;54;118;Winsor and Newton - Galeria;Process Cyan is a bright blue acrylic colour. It is one of the basic primary colours. It is based on the intense blue Phthalocyanine pigment.;BlueIdentifier
83;Process Yellow;255;200;0;Winsor and Newton - Galeria;Process Yellow is a bright yellow acrylic colour. It is one of the basic primary colours. It is based on the brilliant yellow Arylide pigment.;YellowIdentifier
84;Prussian Blue Hue;42;37;54;Winsor and Newton - Galeria;Prussian Blue Hue is a deep rich blue colour, closely resembling genuine Prussian Blue. Prussian Blue was made by German chemist Diesbach around 1704 making it the first synthetic blue pigment;BlueIdentifier
85;Raw Sienna;116;71;52;Winsor and Newton - Galeria;A bright brown pigment. One of the oldest pigments, it can be found in prehistoric cave art. It is named after Siena, Italy where the pigment was sourced during the Renaissance.;BrownIdentifier
86;Raw Umber;65;53;46;Winsor and Newton - Galeria;A rich brown pigment made by the natural brown clays found in earth. It was named after Umbria, a region in Italy where it was mined.;BrownIdentifier
87;Red Ochre;126;43;36;Winsor and Newton - Galeria;Red Ochre is one of the oldest pigments used by man. Originally made from natural iron oxides found in the earth, it is an opaque brownish red pigment. It was often used in Michelangelo's drawings.;RedIdentifier
88;Sap Green;51;100;58;Winsor and Newton - Galeria;Sap Green is a bright mid-range green with a yellow undertone. Originally Sap Green was a lake pigment made from unripe Buckthorn berries.;GreenIdentifier
89;Titanium White;254;246;253;Winsor and Newton - Galeria;A buttery oil that features excellent tinting strength, a high level of pigmentation for intense colours, and a uniform degree of gloss and thickness amongst colours. Easy to mix and use. These oils are great for beginners, students in advanced studies, and working artists.;WhiteIdentifier
90;Transparent Yellow;191;137;31;Winsor and Newton - Galeria;Transparent Yellow is a bright clean yellow colour. It is a transparent colour with strong tinting properties.;YellowIdentifier
91;Ultramarine;54;47;83;Winsor and Newton - Galeria;Ultramarine is a rich transparent blue. It was created by French chemist Guimet in 1828 as a synthetic but chemically identical alternative to the expensive pigment derived from Lapis Lazuli. The pigment was considered more precious than gold. For centuries, the lone source of ultramarine was an arid strip of mountains in northern Afghanistan. Because of its prohibitive costs, the color was traditionally restricted to the raiment of Christ or the Virgin Mary.;BlueIdentifier
92;Vermilion Hue;212;34;32;Winsor and Newton - Galeria;Vermilion Hue is a bright orange red colour. The genuine pigment was made from toxic mercuric sulphide and was known to the ancient Greeks and Chinese. It is an opaque colour.;RedIdentifier
93;Winsor Violet;48;40;44;Winsor and Newton - Galeria;Winsor Violet (Dioxazine) is a vivid mid-shade purple pigment. When undiluted, it can be used as a deep black. It is a transparent coal tar pigmen;PurpleIdentifier
94;Yellow Ochre;188;134;61;Winsor and Newton - Galeria;Yellow Ochre is a warm yellow colour. Originally made from natural iron oxides found in earth, it is one of the oldest pigments used by mankind. A synthetic version became available in the 1920s. Ideal for mixing with other mineral pigments for sensitive greens or the subtle warming of flesh tones without adding shadow.;BrownIdentifier
95;Alizarin Crimson;154;44;67;Winsor and Newton - Designers Gouache;A synthetic lake pigment from the Madder plant, it was the first natural dye to be synthesised in 1868. It is a deep transparent red with a blueish undertone.;RedIdentifier
96;Burnt Sienna;145;76;54;Winsor and Newton - Designers Gouache;Burnt Sienna is a rich brown pigment made by burning Raw Sienna. Named after Siena in Italy, where the pigment was sourced during the Renaissance, it is a transparent pigment with red-brown tones. It is one of the most useful colours in the palette. Mixed with Ultramarine it creates a warm Indigo, burnt umber hues, lovely greys, stormy sky colours, shadow colours and so on. With a yellow it creates raw sienna hues. With a phthalo blue it creates cool greys and browns. With a crimson it creates earthy indian reds and burnt reds...and so on. Alone, it creates a perfect skin tone.;BrownIdentifier
97;Burnt Umber;104;72;61;Winsor and Newton - Designers Gouache;A rich dark brown pigment, it is made from natural brown clays found in earth. It was named after Umbria, a region in Italy where it was mined. Burning the raw pigment intensifies its colour. The use of umber by artists dates back to our earliest image-making ancestors who smeared soil on cave walls as a suitable approximation for the auburn fur of beasts.;BrownIdentifier
98;Cadmium Lemon;255;229;46;Winsor and Newton - Designers Gouache;A cool yellow colour, Cadmium Lemon is a single pigment colour with excellent tinting abilities. Cadmium was discovered in 1817. Its stable opaque colours have made it a popular pigment ever since. Paul Gauguin painted the Breton Woman in Prayer in 1894 with a yellow lemon dress.;YellowIdentifier
99;Cadmium Orange;253;111;42;Winsor and Newton - Designers Gouache;An opaque orange single pigment colour with high tinting strength and good covering abilities.;OrangeIdentifier
100;Cadmium Red;210;59;55;Winsor and Newton - Designers Gouache;A single pigment colour, Cadmium Red is a mid-range red colour with strong tinting qualities. It is a highly stable, bold opaque pigment.;RedIdentifier
101;Cadmium Scarlet;233;69;47;Winsor and Newton - Designers Gouache;A vivid bright red pigment. It is an opaque pigment and has excellent covering abilities. A by-product of the zinc industry, Cadmium was discovered in 1817.;RedIdentifier
102;Cadmium Yellow;255;189;0;Winsor and Newton - Designers Gouache;A strong and deep yellow with a warm red mass tone. It is opaque with excellent tinting properties.;YellowIdentifier
103;Cerulean Blue;16;117;167;Winsor and Newton - Designers Gouache;Developed in 1805 and entered the English market in the 1860s. Its name derives from the Latin Caeruleum meaning sky-blue pigment. It is a bright blue pigment with green undertones.;BlueIdentifier
104;Cobalt Blue;33;104;201;Winsor and Newton - Designers Gouache;A clean blue pigment discovered in 1802 by French chemist Louis Jacques Thenard as an alternative pigment to the expensive Lapis Lazuli blue. Vincent van Gogh declared to his brother Theo, 'Cobalt Blue is a divine colour and there is nothing so beautiful for putting atmosphere around things' - it makes sense then, that Cobalt Blue is used most masterfully, and famously, in van Gogh's 'The Starry Night'.;BlueIdentifier
105;Cobalt Turquoise Light;0;166;177;Winsor and Newton - Designers Gouache;A paler, slightly greener colour to its sister Cobalt Turquoise. A careful blend of blue and green pigments, it is a delicate opaque colour;BlueIdentifier
106;Flame Red;210;64;53;Winsor and Newton - Designers Gouache;A warm bright red colour. It is an opaque gouache colour.;RedIdentifier
107;Indigo;56;59;88;Winsor and Newton - Designers Gouache;A deep blue pigment that can range from dark black to pale blue. Originally extracted from plants similar to blue woad used by the ancient Britons, it was synthesised in 1878 in Germany. It is one of the oldest blue pigments used universally. It has high tinting strength but may fade rapidly when exposed to strong sunlight. It is best used full strength and protected from ultraviolet light beneath a UV-protecting varnish or glass.;PurpleIdentifier
108;Ivory Black;44;41;43;Winsor and Newton - Designers Gouache;A stable all-round black colour with brown undertones and excellent tinting powers. Its name stems from the traditional method for obtaining it - roasting elephant tusks. Swedish artist Anders Zorn (1860 – 1920  is said to have used only ivory black, titanium white, cadmium red and yellow ochre. This quartet of colours is known as Zorn palette. ;BlackIdentifier
109;Jet Black;39;33;35;Winsor and Newton - Designers Gouache;A stable, basic black gouache. It is opaque and lightfast.;BlackIdentifier
110;Lamp Black;57;56;60;Winsor and Newton - Designers Gouache;Qne of the oldest pigments. It is made of pure carbon, originally from the residual soot of burnt oil lamps. It is a black with a bluish tint, producing a variety of cool blue greys.;BlackIdentifier
111;Lemon Yellow;255;234;12;Winsor and Newton - Designers Gouache;"Lemon Yellow is a clear bright yellow colour. It is part of the Hansa pigments which were discovered in the early 1900s in Germany by the Hoechst company. The pigment known commonly as ""lemon yellow"" could consist of barium chromate, strontium chromate, or a mixture of lead chromate with lead sulphate.";YellowIdentifier
112;Light Purple;115;57;152;Winsor and Newton - Designers Gouache;Light Purple is a pale purple colour. It is an opaque gouache colour.;PurpleIdentifier
